#separator:tab
#html:true
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Atomic_Structure</div>
<img src=""Element Notation (1).png""><div><br><div><div>In element notation, A is the<font color=""#e12727"">&nbsp;</font><span class=""cloze"" data-cloze=""Mass&#x20;number"" data-ordinal=""1"">[...]</span></div></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Atomic_Structure</div>
    <img src=""Element Notation (1).png""><div><br><div><div>In element notation, A is the<font color=""#e12727"">&nbsp;</font><span class=""cloze"" data-ordinal=""1"">Mass number</span></div></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Mass Number.png"" /></div><div><br /></div>
<a href=""https://www.khanacademy.org/science/biology/chemistry--of-life/elements-and-atoms/v/introduction-to-the-atom"">Khan Academy Link</a></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Biology::Digestion</div>
<div><span class=""cloze"" data-cloze=""CCK"" data-ordinal=""1"">[...]</span> <i>stimulates the gallbladder</i> to release&nbsp;<u>bile</u>&nbsp;into the biliary tree</div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Biology::Digestion</div>
    <div><span class=""cloze"" data-ordinal=""1"">CCK</span> <i>stimulates the gallbladder</i> to release&nbsp;<u>bile</u>&nbsp;into the biliary tree</div>
    <div>&nbsp;</div>
    <div id='extra'><div>CCK =&nbsp;<i>Cholecystokinin</i><br></div><div><br></div><div>CCK is released by the duodenum</div><div><br></div><div><i><img src=""CCK.jpeg""></i></div><div><i><br></i></div><div><a href=""https://www.khanacademy.org/science/health-and-medicine/human-anatomy-and-physiology/gastrointestinal-system-introduction/v/biliary-tree"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Biology::Digestion</div>
<i>ADH</i> and <i>aldosterone</i> will <span class=""cloze"" data-cloze=""increase"" data-ordinal=""1"">[increase or decrease]</span> thirst
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Biology::Digestion</div>
    <i>ADH</i> and <i>aldosterone</i> will <span class=""cloze"" data-ordinal=""1"">increase</span> thirst
    <div>&nbsp;</div>
    <div id='extra'>
<div><img src=""ADH and Aldesterone.jpg""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/health-and-medicine/circulatory-system/blood-pressure-control/v/aldosterone-and-adh"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Biochemistry::Metabolism::Regulation MileDown::Biology::Digestion</div>
<i>Ghrelin</i> will <span class=""cloze"" data-cloze=""increase"" data-ordinal=""1"">[increase or decrease]</span> hunger
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Biochemistry::Metabolism::Regulation MileDown::Biology::Digestion</div>
    <i>Ghrelin</i> will <span class=""cloze"" data-ordinal=""1"">increase</span> hunger
    <div>&nbsp;</div>
    <div id='extra'><div><i>Ghrelin increases hunger</i><br></div><div><br></div><u>Leptin decreases hunger</u><div><br></div><div><div><img src=""Leptin vs Ghrelin.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/biomolecules/hormonal-regulation/v/hormone-control-of-hunger"">Khan Academy Link</a></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::Biochemistry::Metabolism::Regulation MileDown::Biology::Digestion</div>
<u>Leptin</u> will <span class=""cloze"" data-cloze=""decrease"" data-ordinal=""1"">[increase or decrease]</span> hunger
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::Biochemistry::Metabolism::Regulation MileDown::Biology::Digestion</div>
    <u>Leptin</u> will <span class=""cloze"" data-ordinal=""1"">decrease</span> hunger
    <div>&nbsp;</div>
    <div id='extra'><div><i>Ghrelin increases hunger</i><br></div><div><br></div><u>Leptin decreases hunger</u><div><br></div><div><div><img src=""Leptin vs Ghrelin.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/test-prep/mcat/biomolecules/hormonal-regulation/v/hormone-control-of-hunger"">Khan Academy Link</a></div></div><div><div></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
An <i>aldehyde</i> is a <u>terminal functional group</u> containing a/an <span class=""cloze"" data-cloze=""carbonyl"" data-ordinal=""1"">[...]</span>&nbsp;bonded&nbsp;to at least one&nbsp;<span class=""cloze"" data-cloze=""hydrogen"" data-ordinal=""1"">[...]</span>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    An <i>aldehyde</i> is a <u>terminal functional group</u> containing a/an <span class=""cloze"" data-ordinal=""1"">carbonyl</span>&nbsp;bonded&nbsp;to at least one&nbsp;<span class=""cloze"" data-ordinal=""1"">hydrogen</span>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Aldehyde vs Ketone.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/nomenclature-aldehyde-ketone/v/aldehyde-introduction"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
<div><span class=""cloze"" data-cloze=""Aldehydes"" data-ordinal=""1"">[...]</span> have the suffix <i>-al</i></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    <div><span class=""cloze"" data-ordinal=""1"">Aldehydes</span> have the suffix <i>-al</i></div>
    <div>&nbsp;</div>
    <div id='extra'>
<div>Aldehydes take their name from their <b>parent alkane chains</b></div><div><br></div><div>The -<i>e</i> is removed from the end and is replaced with <i>-al</i></div><div><i><br></i></div><div><img src=""Aldehyde Nomenclature.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/nomenclature-aldehyde-ketone/v/nomenclature-of-aldehydes-and-ketones"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
<div><span class=""cloze"" data-cloze=""Ketones"" data-ordinal=""1"">[...]</span> use the suffix <i>-one</i>&nbsp;and the prefixes&nbsp;<i>oxo-</i> or <i>keto-</i></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    <div><span class=""cloze"" data-ordinal=""1"">Ketones</span> use the suffix <i>-one</i>&nbsp;and the prefixes&nbsp;<i>oxo-</i> or <i>keto-</i></div>
    <div>&nbsp;</div>
    <div id='extra'><div>Ketones take their name from their <b>parent alkane chains</b></div><div><br></div><div>The ending -e is removed and replaced with <i>-one</i><br></div><div><font color=""#b000b5""><i><br></i></font><div><img src=""Ketone Nomenclature (1).png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/nomenclature-aldehyde-ketone/v/nomenclature-of-aldehydes-and-ketones"">Khan Academy Link</a><br></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
The&nbsp;<i>aldehyde</i>&nbsp;functional group is given the number <span class=""cloze"" data-cloze=""1"" data-ordinal=""1"">[...]</span><font color=""#195ab3"">&nbsp;</font>numbering&nbsp;location
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    The&nbsp;<i>aldehyde</i>&nbsp;functional group is given the number <span class=""cloze"" data-ordinal=""1"">1</span><font color=""#195ab3"">&nbsp;</font>numbering&nbsp;location
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Aldehyde Carbon Numbering.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/nomenclature-aldehyde-ketone/v/nomenclature-of-aldehydes-and-ketones"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
A ketone is an <u>internal functional group</u> containing a/an <span class=""cloze"" data-cloze=""carbonyl"" data-ordinal=""1"">[...]</span>&nbsp;bonded to&nbsp;two&nbsp;<span class=""cloze"" data-cloze=""alkyl&#x20;chains"" data-ordinal=""1"">[...]</span>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    A ketone is an <u>internal functional group</u> containing a/an <span class=""cloze"" data-ordinal=""1"">carbonyl</span>&nbsp;bonded to&nbsp;two&nbsp;<span class=""cloze"" data-ordinal=""1"">alkyl chains</span>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Aldehyde vs Ketone.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/nomenclature-aldehyde-ketone/v/ketone-naming"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
A <span class=""cloze"" data-cloze=""carbonyl"" data-ordinal=""1"">[...]</span> is a carbon-oxygen&nbsp;<b>double bond</b>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    A <span class=""cloze"" data-ordinal=""1"">carbonyl</span> is a carbon-oxygen&nbsp;<b>double bond</b>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Carbonyl 2 (1).png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/nomenclature-aldehyde-ketone/v/aldehyde-introduction"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
<div><div><i>Aldehydes</i> and <i>ketones</i> are synthesized <u>from alcohols</u> through <span class=""cloze"" data-cloze=""oxidation"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    <div><div><i>Aldehydes</i> and <i>ketones</i> are synthesized <u>from alcohols</u> through <span class=""cloze"" data-ordinal=""1"">oxidation</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Oxidize (1).png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/alcohols-ethers-epoxides-sulfides/reactions-alcohols-tutorial/v/oxidation-of-alcohols-i-mechanism-and-oxidation-states"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
<div>A <b>weak oxidizing agent</b> like&nbsp;<span class=""cloze"" data-cloze=""&lt;i&gt;pyridinium&#x20;chlorochromate&lt;&#x2F;i&gt;&amp;nbsp&#x3B;&#x28;PCC&#x29;"" data-ordinal=""1"">[...]</span>&nbsp;must be used for synthesizing<i> aldehydes</i> from<u> alcohols</u>, or else the reaction&nbsp;will continue oxidizing and form a carboxylic acid</div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    <div>A <b>weak oxidizing agent</b> like&nbsp;<span class=""cloze"" data-ordinal=""1""><i>pyridinium chlorochromate</i>&nbsp;(PCC)</span>&nbsp;must be used for synthesizing<i> aldehydes</i> from<u> alcohols</u>, or else the reaction&nbsp;will continue oxidizing and form a carboxylic acid</div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""PCC Reaction (1).png""></div><div><br></div><div><img src=""Alcohol Oxidize and Reduce Chart (1).png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/alcohols-ethers-epoxides-sulfides/reactions-alcohols-tutorial/v/oxidation-of-alcohols-i-mechanism-and-oxidation-states"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
KMnO<sub>4&nbsp;</sub>and H<sub>2</sub>Cr<sub>2</sub>O<sub>4</sub>&nbsp;are <span class=""cloze"" data-cloze=""strong"" data-ordinal=""1"">[weak or strong]</span> oxidizing agents
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    KMnO<sub>4&nbsp;</sub>and H<sub>2</sub>Cr<sub>2</sub>O<sub>4</sub>&nbsp;are <span class=""cloze"" data-ordinal=""1"">strong</span> oxidizing agents
    <div>&nbsp;</div>
    <div id='extra'>They will oxidize an <u>alcohol</u> all the way into a <u style=""""><i style="""">ketone</i></u> or <i>carboxylic acid</i><div><br></div><div><img src=""Alcohol Oxidize and Reduce Chart (1).png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/alcohols-ethers-epoxides-sulfides/reactions-alcohols-tutorial/v/oxidation-of-alcohols-i-mechanism-and-oxidation-states"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
NaBH<sub>4</sub>&nbsp;is a <span class=""cloze"" data-cloze=""weak"" data-ordinal=""1"">[weak or strong]</span> reducing agent&nbsp;
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    NaBH<sub>4</sub>&nbsp;is a <span class=""cloze"" data-ordinal=""1"">weak</span> reducing agent&nbsp;
    <div>&nbsp;</div>
    <div id='extra'>It will reduce an <i>aldehyde</i> or a <i>ketone</i> into an <u>alcohol</u>, but will <b>not</b> reduce a carboxylic acid or an ester<div><br></div><div><img src=""Alcohol Oxidize and Reduce Chart (1).png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/alcohols-ethers-epoxides-sulfides/reactions-alcohols-tutorial/v/oxidation-of-alcohols-i-mechanism-and-oxidation-states"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
A <u>strong reducing agent</u> like&nbsp;<span class=""cloze"" data-cloze=""LiAlH&lt;sub&gt;4&lt;&#x2F;sub&gt;&#x20;&#x28;LAH&#x29;"" data-ordinal=""1"">[...]</span>&nbsp;is needed to reduce a <b>carboxylic acid</b> or an <b>ester</b> into an <i>alcohol</i>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    A <u>strong reducing agent</u> like&nbsp;<span class=""cloze"" data-ordinal=""1"">LiAlH<sub>4</sub> (LAH)</span>&nbsp;is needed to reduce a <b>carboxylic acid</b> or an <b>ester</b> into an <i>alcohol</i>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Alcohol Oxidize and Reduce Chart (1).png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/alcohols-ethers-epoxides-sulfides/reactions-alcohols-tutorial/v/oxidation-of-alcohols-i-mechanism-and-oxidation-states"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
<b>Nucleophilic addition</b> reactions involve the attack of a&nbsp;<i>nucleophile</i>&nbsp;on the slightly positive&nbsp;<span class=""cloze"" data-cloze=""carbon&amp;nbsp&#x3B;center"" data-ordinal=""1"">[...]</span> of a <u>carbonyl group</u>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    <b>Nucleophilic addition</b> reactions involve the attack of a&nbsp;<i>nucleophile</i>&nbsp;on the slightly positive&nbsp;<span class=""cloze"" data-ordinal=""1"">carbon&nbsp;center</span> of a <u>carbonyl group</u>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Nucleophilic Addition.jpg""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/reactions-aldehydes-ketones-jay/v/formation-of-hydrates"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
In a <u>hydration reaction</u>, water adds to a <b>carbonyl</b> and forms a/an <span class=""cloze"" data-cloze=""geminal&#x20;diol"" data-ordinal=""1"">[...]</span>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    In a <u>hydration reaction</u>, water adds to a <b>carbonyl</b> and forms a/an <span class=""cloze"" data-ordinal=""1"">geminal diol</span>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Hydration Reaction.png""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/reactions-aldehydes-ketones-jay/v/formation-of-hydrates"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
<div>When <u>one equivalent</u> of <u>alcohol</u> reacts with an&nbsp;<i>aldehyde</i>, a/an <span class=""cloze"" data-cloze=""hemiacetal"" data-ordinal=""1"">[...]</span> is formed</div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    <div>When <u>one equivalent</u> of <u>alcohol</u> reacts with an&nbsp;<i>aldehyde</i>, a/an <span class=""cloze"" data-ordinal=""1"">hemiacetal</span> is formed</div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Acetal Formation.jpg""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/reactions-aldehydes-ketones-jay/v/formation-of-hemiacetals"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
When <u>one equivalent</u> of <u>alcohol</u> reacts with a <b>ketone</b>, a/an <span class=""cloze"" data-cloze=""hemiketal"" data-ordinal=""1"">[...]</span> is formed
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    When <u>one equivalent</u> of <u>alcohol</u> reacts with a <b>ketone</b>, a/an <span class=""cloze"" data-ordinal=""1"">hemiketal</span> is formed
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Ketal Formation.jpg""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/reactions-aldehydes-ketones-jay/v/formation-of-hemiacetals"">Khan Academy Link</a><br></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::OChem::Aldehydes_and_Ketones</div>
When <u>two equivalents </u>of <u>alcohol</u> react with an <i>aldehyde</i>, a/an <span class=""cloze"" data-cloze=""acetal"" data-ordinal=""1"">[...]</span> is formed
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::OChem::Aldehydes_and_Ketones</div>
    When <u>two equivalents </u>of <u>alcohol</u> react with an <i>aldehyde</i>, a/an <span class=""cloze"" data-ordinal=""1"">acetal</span> is formed
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Acetal Formation.jpg""></div><div><br></div><div><a href=""https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones/reactions-aldehydes-ketones-jay/v/formation-of-acetals"">Khan Academy Link</a><br></div></div>
</div>"
